RequestNum,AvgNodesTraversed,FailureRate,AvgExtFragSize
661,1.44,0.00,253.00
662,1.44,0.00,256.00
663,1.44,0.00,255.00
664,1.44,0.00,256.00
665,1.44,0.00,255.00
666,1.44,0.00,256.00
667,1.43,0.00,253.00
668,1.43,0.00,256.00
669,1.43,0.00,253.00
670,1.43,0.00,256.00
671,1.43,0.00,254.00
672,1.43,0.00,256.00
673,1.43,0.00,253.00
674,1.43,0.00,252.00
675,1.44,0.00,251.00
676,1.44,0.00,127.00
677,1.44,0.00,251.00
678,1.44,0.00,249.00
679,1.44,0.00,125.00
680,1.45,0.00,124.00
681,1.46,0.00,123.00
682,1.46,0.00,123.50
683,1.46,0.00,124.50
684,1.46,0.00,125.50
685,1.46,0.00,253.00
686,1.46,0.00,256.00
687,1.46,0.00,253.00
688,1.46,0.00,256.00
689,1.46,0.00,252.00
690,1.46,0.00,256.00
691,1.46,0.00,253.00
692,1.46,0.00,256.00
693,1.46,0.00,254.00
694,1.46,0.00,256.00
695,1.46,0.00,254.00
696,1.46,0.00,256.00
697,1.46,0.00,254.00
698,1.46,0.00,256.00
699,1.45,0.00,254.00
700,1.46,0.00,250.00
701,1.46,0.00,254.00
702,1.46,0.00,256.00
703,1.45,0.00,253.00
704,1.46,0.00,250.00
705,1.46,0.00,253.00
706,1.46,0.00,249.00
707,1.46,0.00,253.00
708,1.46,0.00,256.00
709,1.46,0.00,254.00
710,1.46,0.00,256.00
711,1.46,0.00,255.00
712,1.46,0.00,256.00
713,1.45,0.00,255.00
714,1.46,0.00,251.00
715,1.46,0.00,255.00
716,1.46,0.00,256.00
717,1.45,0.00,254.00
718,1.46,0.00,252.00
719,1.46,0.00,127.00
720,1.46,0.00,256.00
721,1.45,0.00,252.00
722,1.45,0.00,256.00
723,1.45,0.00,255.00
724,1.45,0.00,256.00
725,1.45,0.00,253.00
726,1.45,0.00,256.00
727,1.45,0.00,253.00
728,1.45,0.00,249.00
729,1.45,0.00,126.00
730,1.45,0.00,256.00
731,1.45,0.00,255.00
732,1.45,0.00,256.00
733,1.45,0.00,253.00
734,1.45,0.00,256.00
735,1.45,0.00,253.00
736,1.45,0.00,256.00
737,1.45,0.00,254.00
738,1.45,0.00,256.00
739,1.45,0.00,255.00
740,1.45,0.00,256.00
